1.2308021507363736, 3.642713887262509e-26
1.5104560569975407, 3.3019368933731226e-26
1.784661492843892, 3.088605850518132e-26
2.323541093093367, 2.810686765969904e-26
2.8905099668263863, 2.681250733501583e-26
4.0106119325065155, 2.4981867329062163e-26
5.17410858790185, 2.3831417613400606e-26
6.797529835474577, 2.3276215366543787e-26
11.416466371354913, 2.220431329463701e-26
17.990830167382686, 2.168701781389486e-26
34.948232185218856, 2.118177380310116e-26
67.88897018695242, 2.0688300498295416e-26
115.0550623163907, 2.0933583102887058e-26
229.67479817188774, 2.13069704477423e-26
502.13499299196826, 2.1815200745495167e-26
906.9244098971093, 2.2467569901845027e-26
2132.5499590640334, 2.194414131302675e-26
4296.000277318762, 2.194414131302711e-26
7149.333677295309, 2.2467569901845027e-26
15488.969177405503, 2.3003483713195898e-26
40990.552715708276, 2.355218055424068e-26
92936.61485479293, 2.439986297259535e-26
